pattern_id,pattern_name,feature,weight,abs_weight
fj:XiaoQingLongTang_JinKui,小青龙汤证（金匮）,zz:ShenTiTengZhong,4.3297,4.3297
fj:XiaoQingLongTang_JinKui,小青龙汤证（金匮）,【金匮12-29】,1.9728,1.9728
fj:XiaoQingLongTang_JinKui,小青龙汤证（金匮）,zz:YiYin,1.1774,1.1774
fj:XiaoShiFanShiSan,硝石矾石散证,zz:EShangHei,3.0849,3.0849
fj:XiaoShiFanShiSan,硝石矾石散证,【金匮15-14】,1.7762,1.7762
fj:XiaoShiFanShiSan,硝石矾石散证,zz:ShenJinHuang,1.5897,1.5897
fj:XiaoShiFanShiSan,硝石矾石散证,zz:NvLao,0.7923,0.7923
fj:XiaoShiFanShiSan,硝石矾石散证,zz:ZuXiaRe,0.6513,0.6513
fj:XieXinTang,泻心汤证（吐血）,zz:TuXue,5.2232,5.2232
fj:XieXinTang,泻心汤证（吐血）,zz:QiBuZu,1.5465,1.5465
fj:XieXinTang,泻心汤证（吐血）,【金匮16-17】,1.1249,1.1249
fj:XiongHuangSan,雄黄散方证,ShiYuGang,7.8945,7.8945
fj:XiongHuangWan,雄黄丸证,zz:ChongDu,7.8945,7.8945
fj:XuanFuHuaTang,旋覆花汤证,zz:ChangYuTaQiXiongShang,3.8857,3.8857
fj:XuanFuHuaTang,旋覆花汤证,【金匮12-34】,3.7816,3.7816
fj:XuanFuHuaTang_Fuke,旋覆花汤证（妇人半产漏下）,zz:BanChan,3.324,3.324
fj:XuanFuHuaTang_Fuke,旋覆花汤证（妇人半产漏下）,zz:LouXia,2.3566,2.3566
fj:XuanFuHuaTang_Fuke,旋覆花汤证（妇人半产漏下）,【金匮22-11】,2.2139,2.2139
fj:XuanFuHuaTang_JinKui,旋覆花汤证（肝着）,zz:ChangYuTaQiXiongShang,3.8857,3.8857
fj:XuanFuHuaTang_JinKui,旋覆花汤证（肝着）,【金匮12-34】,3.7816,3.7816
fj:YiWuGuaDiTang,一物瓜蒂汤证,zz:TengZhong,7.8945,7.8945
fj:YiYiFuZiBaiJiangSan_JinKui,薏苡附子败酱散证（肠痈）,zz:FuPiJi,2.8548,2.8548
fj:YiYiFuZiBaiJiangSan_JinKui,薏苡附子败酱散证（肠痈）,zz:AnZhiRu,2.584,2.584
fj:YiYiFuZiBaiJiangSan_JinKui,薏苡附子败酱散证（肠痈）,【金匮18-3】,1.0566,1.0566
fj:YiYiFuZiBaiJiangSan_JinKui,薏苡附子败酱散证（肠痈）,zz:ShenTiJiaCuo,0.7641,0.7641
fj:YiYiFuZiBaiJiangSan_JinKui,薏苡附子败酱散证（肠痈）,zz:RuZhongZhuang,0.6351,0.6351
fj:YiYiFuZiSan,薏苡附子散证,【金匮9-7】,4.9406,4.9406
fj:YiYiFuZiSan,薏苡附子散证,zz:ShiHuanShiJi,2.7267,2.7267
fj:YiYiFuZiSan_JinKui,薏苡附子散证（胸痹）,【金匮9-7】,4.9406,4.9406
fj:YiYiFuZiSan_JinKui,薏苡附子散证（胸痹）,zz:ShiHuanShiJi,2.7267,2.7267
fj:YinChenHaoTang,茵陈蒿汤证,jj:Re,7.4811,7.4811
fj:YinChenHaoTang_JinKui,茵陈蒿汤证（黄疸）,【金匮15-13】,7.8945,7.8945
fj:YinChenWuLingSan,茵陈五苓散证,【金匮15-18】,7.8945,7.8945
fj:YuLiangWan,禹余粮丸证,zz:JingShuiBuDiao,5.4165,5.4165
fj:YuLiangWan,禹余粮丸证,zz:XiaLi,2.3803,2.3803
fj:YueBiJiaBanXiaTang,越婢加半夏汤证,mx:Pulse_FuDa,6.1699,6.1699
fj:YueBiJiaBanXiaTang,越婢加半夏汤证,zz:MuRuTuoZhuang,1.4974,1.4974
fj:YueBiJiaBanXiaTang_JinKui,越婢加半夏汤证（金匮）,mx:Pulse_FuDa,4.3474,4.3474
fj:YueBiJiaBanXiaTang_JinKui,越婢加半夏汤证（金匮）,zz:ZiHanChu,2.409,2.409
fj:YueBiJiaBanXiaTang_JinKui,越婢加半夏汤证（金匮）,zz:MuRuTuoZhuang,2.186,2.186
fj:YueBiJiaBanXiaTang_JinKui,越婢加半夏汤证（金匮）,zz:FengShui__AND__zz:BuKe,1.759,1.759
fj:YueBiJiaBanXiaTang_JinKui,越婢加半夏汤证（金匮）,zz:BuKe__AND__mx:Pulse_Fu,1.2789,1.2789
fj:YueBiJiaBanXiaTang_JinKui,越婢加半夏汤证（金匮）,zz:BuKe__AND__zz:EFeng,0.9032,0.9032
fj:YueBiJiaZhuTang,越婢加术汤证,zz:ShenMuHuangZhong__AND__zz:LiShui,2.4213,2.4213
fj:YueBiJiaZhuTang,越婢加术汤证,zz:LiShui__AND__mx:Pulse_Chen,2.3085,2.3085
fj:YueBiJiaZhuTang,越婢加术汤证,zz:LiShui,1.0046,1.0046
fj:YueBiJiaZhuTang,越婢加术汤证,zz:ShenMuHuangZhong,0.8563,0.8563
fj:YueBiJiaZhuTang,越婢加术汤证,zz:ShenMuHuangZhong__AND__mx:Pulse_Chen,0.4736,0.4736
fj:YueBiJiaZhuTang_JinKui,越婢加术汤证（水气）,zz:LiShui__AND__mx:Pulse_Chen,2.3801,2.3801
fj:YueBiJiaZhuTang_JinKui,越婢加术汤证（水气）,zz:ShenMuHuangZhong__AND__zz:LiShui,1.7315,1.7315
fj:YueBiJiaZhuTang_JinKui,越婢加术汤证（水气）,zz:ShenMuHuangZhong,1.5289,1.5289
fj:YueBiJiaZhuTang_JinKui,越婢加术汤证（水气）,zz:LiShui,1.4599,1.4599
fj:YueBiJiaZhuTang_JinKui,越婢加术汤证（水气）,zz:ShenMuHuangZhong__AND__mx:Pulse_Chen,0.0836,0.0836
fj:YueBiTang,越婢汤证,zz:ZiHanChu,2.8274,2.8274
fj:YueBiTang,越婢汤证,zz:BuKe__AND__zz:EFeng,1.7816,1.7816
fj:YueBiTang,越婢汤证,zz:BuKe__AND__mx:Pulse_Fu,1.6236,1.6236
fj:YueBiTang,越婢汤证,zz:FengShui__AND__zz:BuKe,1.2485,1.2485
fj:YueBiTang_JinKui,越婢汤证（水气）,zz:YiShenXiZhong,4.2124,4.2124
fj:YueBiTang_JinKui,越婢汤证（水气）,zz:WuDaRe,3.2674,3.2674
fj:ZaoJiaoWan,皂荚丸证,zz:ShiShiTuZhuo,4.0768,4.0768
fj:ZaoJiaoWan,皂荚丸证,zz:DanZuoBuDeMian,2.0803,2.0803
fj:ZaoJiaoWan,皂荚丸证,【金匮7-7】,1.5101,1.5101
fj:ZaoJiaoWan_JinKui,皂荚丸证（肺痿肺痈）,zz:ShiShiTuZhuo,4.0768,4.0768
fj:ZaoJiaoWan_JinKui,皂荚丸证（肺痿肺痈）,zz:DanZuoBuDeMian,2.0803,2.0803
fj:ZaoJiaoWan_JinKui,皂荚丸证（肺痿肺痈）,【金匮7-7】,1.5101,1.5101
fj:ZeQiTang,泽漆汤证,zz:Ke__AND__mx:Pulse_Chen,7.1858,7.1858
fj:ZeQiTang_JinKui,泽漆汤证（肺痿肺痈）,zz:Ke__AND__mx:Pulse_Chen,7.1858,7.1858
fj:ZeQiTang_ShuiQi,泽漆汤证（水气）,zz:ShuiZhong,5.4165,5.4165
fj:ZeQiTang_ShuiQi,泽漆汤证（水气）,zz:Ke__AND__mx:Pulse_Chen,2.3803,2.3803
fj:ZeXieTang,泽泻汤证,【金匮12-25】,3.4359,3.4359
fj:ZeXieTang,泽泻汤证,zz:TouYun,3.2218,3.2218
fj:ZeXieTang,泽泻汤证,zz:XinXiaYouZhiYin,1.0096,1.0096
fj:ZeXieTang_JinKui,泽泻汤证（金匮）,zz:KuMaoXuan,4.6945,4.6945
fj:ZeXieTang_JinKui,泽泻汤证（金匮）,【金匮12-25】,3.3858,3.3858
fj:ZeXieTang_JinKui,泽泻汤证（金匮）,【金匮12-31】,2.3649,2.3649
fj:ZeXieTang_JinKui,泽泻汤证（金匮）,zz:TouYun,1.4874,1.4874
fj:ZeXieTang_JinKui,泽泻汤证（金匮）,zz:XinXiaYouZhiYin,1.2473,1.2473
fj:ZeXieWan,泽泻丸证,zz:Ke__AND__【金匮附方】,4.6815,4.6815
fj:ZeXieWan,泽泻丸证,zz:XuanYin,3.1306,3.1306
fj:ZhiMuSan,知母散证,zz:Ke__AND__【金匮附方】,4.6812,4.6812
fj:ZhiMuSan,知母散证,zz:Re,3.1308,3.1308
fj:ZhiShiFuZiTang,枳实附子汤证,zz:HanShan__AND__【金匮附方】,4.2083,4.2083
fj:ZhiShiFuZiTang,枳实附子汤证,zz:HanShan__AND__zz:FuTong,3.6862,3.6862
fj:ZhiShiGanCaoTang,枳实甘草汤证,zz:FuZhang,4.6815,4.6815
fj:ZhiShiGanCaoTang,枳实甘草汤证,zz:DaBianJian,3.1305,3.1305
fj:ZhiShiSan,枳实散证,【金匮19-7】,7.8946,7.8946
fj:ZhiShiShaoYaoSan,枳实芍药散证,zz:ChanHou__AND__zz:FuTong,4.5793,4.5793
fj:ZhiShiShaoYaoSan,枳实芍药散证,zz:FanManBuDeWo,2.0836,2.0836
fj:ZhiShiShaoYaoSan,枳实芍药散证,【金匮21-5】,1.2316,1.2316
fj:ZhiShiTang,枳实汤证,zz:ShiJi,7.8945,7.8945
fj:ZhiShiXieBaiGuiZhiTang,枳实薤白桂枝汤证,【金匮9-5】,4.8316,4.8316
fj:ZhiShiXieBaiGuiZhiTang,枳实薤白桂枝汤证,zz:XiongMan__AND__zz:XiongBi,1.2454,1.2454
fj:ZhiShiXieBaiGuiZhiTang,枳实薤白桂枝汤证,zz:XieXiaNiQiangXin,1.2444,1.2444
fj:ZhiShiXieBaiGuiZhiTang,枳实薤白桂枝汤证,zz:XinZhongPi,0.0017,0.0017
fj:ZhiShiXieBaiGuiZhiTang_JinKui,枳实薤白桂枝汤证（胸痹）,【金匮9-5】,4.8316,4.8316
fj:ZhiShiXieBaiGuiZhiTang_JinKui,枳实薤白桂枝汤证（胸痹）,zz:XiongMan__AND__zz:XiongBi,1.2454,1.2454
fj:ZhiShiXieBaiGuiZhiTang_JinKui,枳实薤白桂枝汤证（胸痹）,zz:XieXiaNiQiangXin,1.2444,1.2444
fj:ZhiShiXieBaiGuiZhiTang_JinKui,枳实薤白桂枝汤证（胸痹）,zz:XinZhongPi,0.0017,0.0017
fj:ZhiZhuSan,蜘蛛散证（金匮）,zz:ShiYouShangXia,3.5692,3.5692
fj:ZhiZhuSan,蜘蛛散证（金匮）,zz:PianYouDaXiao,2.9678,2.9678
fj:ZhiZhuSan,蜘蛛散证（金匮）,【金匮10-20】,1.3576,1.3576
fj:ZhiZiBoPiTang,栀子柏皮汤证,jj:Re,7.4811,7.4811
fj:ZhiZiChiTang,栀子豉汤证,sx:SheShangTaiHua,7.8946,7.8946
fj:ZhiZiDaHuangTang,栀子大黄汤证,jj:Shi,7.6673,7.6673
fj:ZhiZiDaHuangTang_JinKui,栀子大黄汤证（黄疸）,【金匮15-15】,2.9165,2.9165
fj:ZhiZiDaHuangTang_JinKui,栀子大黄汤证（黄疸）,zz:XinZhongAoNong,2.9132,2.9132
fj:ZhiZiDaHuangTang_JinKui,栀子大黄汤证（黄疸）,zz:ReTong,2.0648,2.0648
fj:ZhiZiSan,栀子散证,zz:XuFan,5.7994,5.7994
fj:ZhiZiSan,栀子散证,zz:HanChu__AND__【金匮附方】,1.8679,1.8679
fj:ZhuFuTang,猪肤汤证,【11.31】,7.8946,7.8946
fj:ZhuFuTang_JinKui,猪肤汤证（金匮）,zz:XinFan,5.1499,5.1499
fj:ZhuFuTang_JinKui,猪肤汤证（金匮）,【金匮11-17】,2.7446,2.7446
fj:ZhuGaoFaJian_Fuke,猪膏发煎证（妇人阴吹）,zz:WeiQiXiaXie,3.1573,3.1573
fj:ZhuGaoFaJian_Fuke,猪膏发煎证（妇人阴吹）,【金匮22-22】,3.136,3.136
fj:ZhuGaoFaJian_Fuke,猪膏发煎证（妇人阴吹）,zz:YinChuiErXuan,1.0529,1.0529
fj:ZhuGaoFaJian_Fuke,猪膏发煎证（妇人阴吹）,zz:RuShiQi,0.5483,0.5483
fj:ZhuGaoFaJian_JinKui,猪膏发煎证（黄疸）,zz:JinYeKuZao,4.3496,4.3496
fj:ZhuGaoFaJian_JinKui,猪膏发煎证（黄疸）,【金匮15-16】,2.27,2.27
fj:ZhuGaoFaJian_JinKui,猪膏发煎证（黄疸）,zz:SeAnBuMing,1.2749,1.2749
fj:ZhuLingSan,猪苓散证,zz:XiaoBianBuLi__AND__【金匮附方】,7.6673,7.6673
fj:ZhuPiDaWan,竹皮大丸证,zz:OuNi,2.9164,2.9164
fj:ZhuPiDaWan,竹皮大丸证,【金匮21-8】,2.4845,2.4845
fj:ZhuPiDaWan,竹皮大丸证,zz:WuWaiZheng,1.4137,1.4137
fj:ZhuPiDaWan,竹皮大丸证,zz:FanLuan,1.08,1.08
fj:ZhuShaWan,朱砂丸证,zz:JingKong,7.8945,7.8945
fj:ZhuYeTang,竹叶汤证,zz:FaRe__AND__zz:ChanHou,2.6882,2.6882
fj:ZhuYeTang,竹叶汤证,zz:ZhongFeng,2.0833,2.0833
fj:ZhuYeTang,竹叶汤证,zz:Chuan,1.0204,1.0204
fj:ZhuYeTang,竹叶汤证,zz:ChanHou__AND__zz:HanChu,0.8801,0.8801
fj:ZhuYeTang,竹叶汤证,zz:TouTong,0.5902,0.5902
fj:ZhuYeTang,竹叶汤证,zz:FaRe__AND__zz:HanChu,0.3899,0.3899
fj:ZhuYeTang,竹叶汤证,zz:MianChi,0.1569,0.1569
fj:ZhuYeTang,竹叶汤证,mx:Pulse_XianShu,0.0855,0.0855
fj:ZiCanTang_JinKui,紫参汤证（金匮）,【金匮12-35】,7.8946,7.8946
fj:ZiShenTang,紫参汤证（附）,zz:XiaLi,4.4155,4.4155
fj:ZiShenTang,紫参汤证（附）,zz:FuTong__AND__【金匮附方】,3.3294,3.3294
fj:ZiShiYingWan,紫石英丸证,zz:FuRenJingShuiBuDiao,4.6192,4.6192
fj:ZiShiYingWan,紫石英丸证,zz:FengHan,3.2753,3.2753
pattern_id,pattern_name,jianjia_list,2.7503,2.7503
pattern_id,pattern_name,tongue_list,2.7379,2.7379
pattern_id,pattern_name,jianjia_list__AND__tongue_list,2.4062,2.4062
